host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,price
0,1,House,Private room,1,1,0,1,Real Bed,36,93,9,10,10,9,9,flexible,30
0,1,House,Entire home/apt,7,3,3,5,Real Bed,72,86,8,9,9,9,9,strict,299
1,0,Apartment,Private room,1,1,1,1,Real Bed,15,100,10,10,10,10,10,moderate,32
1,0,Apartment,Private room,2,1,1,0,Real Bed,41,100,10,10,10,10,10,moderate,65
1,1,Apartment,Entire home/apt,6,3,3,3,Real Bed,14,100,10,10,10,9,10,moderate,130
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,14,97,9,9,9,9,9,strict,95
0,1,Apartment,Entire home/apt,2,1,0,0,Real Bed,68,93,9,10,10,10,9,moderate,60
1,0,House,Entire home/apt,8,2.5,4,4,Real Bed,37,98,10,10,10,10,10,strict,250
1,0,Apartment,Entire home/apt,6,2,3,5,Real Bed,21,100,10,10,10,9,10,strict,124
1,0,House,Private room,1,1,1,1,Real Bed,46,99,10,10,10,10,10,moderate,65
0,1,House,Private room,1,1,1,1,Real Bed,11,98,10,10,10,9,10,strict,14
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,90,9,10,10,9,9,strict,75
1,1,Apartment,Entire home/apt,4,1.5,2,3,Real Bed,13,100,10,10,10,10,10,moderate,120
0,1,House,Private room,4,1,1,1,Real Bed,130,93,9,10,10,9,9,flexible,29
1,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,71,97,9,10,10,10,9,flexible,195
0,1,Apartment,Entire home/apt,4,1,2,1,Real Bed,45,90,9,9,9,9,9,strict,110
0,0,Hotel1,Private room,2,1,1,1,Real Bed,50,94,10,10,10,10,10,flexible,33
0,0,Apartment,Entire home/apt,6,1,2,4,Real Bed,16,96,10,10,10,10,9,strict,180
0,0,Apartment,Entire home/apt,4,1,0,2,Real Bed,144,87,9,9,9,10,8,strict,81
1,0,Apartment,Private room,4,1,1,2,Real Bed,40,99,10,10,10,10,10,strict,125
0,0,House,Private room,4,1,1,1,Couch,40,87,9,10,9,10,9,strict,77
0,1,Apartment,Private room,2,1,1,1,Real Bed,42,92,9,9,10,10,9,strict,40
1,1,House,Private room,1,2.5,1,1,Real Bed,64,98,9,10,10,10,10,moderate,29
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,12,100,10,10,10,10,10,strict,80
0,0,Apartment,Private room,2,1,1,1,Real Bed,22,93,10,10,10,9,9,moderate,45
0,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,13,92,10,10,10,9,9,strict,170
0,1,Apartment,Private room,2,1,1,1,Real Bed,49,93,9,10,9,10,9,strict,49
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,137,94,9,10,10,10,10,flexible,60
1,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,46,92,9,10,10,9,9,strict,50
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,54,95,9,10,10,10,10,moderate,50
0,0,House,Private room,1,1,1,1,Real Bed,33,95,9,10,10,9,9,moderate,30
0,0,Apartment,Private room,2,1,1,1,Real Bed,100,98,10,10,10,10,10,strict,50
0,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,19,97,9,10,10,10,9,strict,180
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,97,10,9,10,8,10,flexible,90
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,77,83,9,9,8,9,9,moderate,75
0,1,Apartment,Private room,2,1.5,1,1,Real Bed,81,98,9,10,10,10,10,flexible,50
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,24,81,8,10,9,9,8,moderate,90
1,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,39,95,9,9,10,9,9,moderate,250
0,1,House,Private room,2,1.5,1,1,Real Bed,41,96,10,10,10,10,10,moderate,21
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,25,86,9,8,9,10,9,strict,89
1,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,32,94,9,9,10,8,9,strict,72
0,1,Apartment,Entire home/apt,6,2,3,4,Real Bed,10,93,9,10,10,9,9,strict,150
0,1,Apartment,Entire home/apt,8,2,2,4,Real Bed,24,89,9,9,10,10,9,strict,240
0,0,Apartment,Entire home/apt,3,1,1,1,Real Bed,21,93,9,9,10,10,9,strict,120
0,0,House,Private room,2,1,1,1,Real Bed,13,90,8,10,10,10,9,flexible,100
0,1,Apartment,Private room,2,1,1,1,Real Bed,61,91,9,9,9,9,9,moderate,49
0,0,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,35,99,10,10,10,9,10,moderate,108
0,1,House,Private room,2,1,0,1,Real Bed,11,96,10,10,9,9,10,moderate,42
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,80,7,9,10,8,7,moderate,100
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,13,95,9,10,10,10,10,strict,100
0,0,Apartment,Private room,1,1,1,1,Real Bed,21,96,10,10,10,10,10,flexible,48
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,50,98,10,10,10,10,9,strict,69
1,1,House,Private room,2,1,1,1,Real Bed,102,100,10,10,10,10,10,flexible,38
0,1,Apartment,Private room,2,1,1,1,Real Bed,17,95,10,10,10,10,10,flexible,111
1,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,23,99,10,10,10,9,10,moderate,65
1,0,House,Private room,2,1,1,1,Real Bed,146,99,10,10,10,10,10,moderate,45
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,23,95,9,10,10,10,9,flexible,80
1,1,House,Private room,1,2.5,1,1,Real Bed,61,95,9,10,10,10,10,moderate,28
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,19,94,9,10,10,10,10,moderate,65
1,0,Apartment,Entire home/apt,6,1,2,3,Real Bed,21,98,10,10,10,9,10,moderate,140
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,31,93,9,10,10,10,9,flexible,100
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,11,95,9,9,10,8,9,strict,80
0,1,Apartment,Entire home/apt,6,2,2,2,Real Bed,31,90,10,9,9,9,9,strict,193
1,0,House,Entire home/apt,1,1,1,1,Real Bed,13,100,10,10,10,10,10,flexible,55
0,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,15,96,9,9,10,9,9,moderate,415
1,1,House,Private room,1,1.5,1,1,Real Bed,85,99,10,10,10,10,10,flexible,38
1,0,Apartment,Entire home/apt,5,2,2,3,Real Bed,41,99,10,10,10,10,9,strict,400
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,26,88,9,9,9,9,9,flexible,60
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,100,10,10,10,10,10,strict,95
1,0,Apartment,Private room,2,1,1,1,Real Bed,64,98,10,10,10,10,10,moderate,85
1,0,House,Private room,2,1,0,1,Real Bed,150,100,10,10,10,10,10,moderate,75
0,1,House,Private room,4,1.5,1,2,Real Bed,80,95,9,10,10,10,10,moderate,33
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,14,87,9,10,9,9,10,flexible,30
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,19,97,10,10,10,10,10,moderate,100
0,0,House,Entire home/apt,2,1,1,1,Real Bed,26,94,9,9,9,10,9,strict,114
0,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,12,100,10,10,10,9,10,strict,134
1,0,Apartment,Private room,1,1,1,1,Real Bed,51,100,10,10,10,10,10,strict,25
1,1,House,Entire home/apt,7,3,4,4,Real Bed,16,99,10,10,10,10,10,moderate,345
0,0,Apartment,Entire home/apt,8,2,2,4,Real Bed,18,93,9,10,10,10,10,strict,150
0,0,Apartment,Private room,2,2,1,1,Real Bed,11,96,9,10,10,10,10,moderate,59
1,1,House,Private room,2,1,1,1,Real Bed,43,97,10,10,10,9,10,strict,55
0,1,Apartment,Private room,2,1.5,1,1,Real Bed,113,97,10,10,10,10,10,strict,50
0,0,House,Entire home/apt,6,1,3,3,Real Bed,49,92,9,10,10,9,9,strict,105
1,0,House,Private room,1,2.5,1,1,Real Bed,312,98,10,10,10,10,10,strict,25
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,14,97,10,10,10,10,9,strict,85
0,0,Apartment,Private room,2,1,1,1,Real Bed,22,99,10,10,10,10,10,moderate,40
0,1,House,Private room,3,1,1,2,Real Bed,24,95,8,10,10,9,10,moderate,56
1,0,House,Private room,2,1,0,1,Real Bed,154,99,10,10,10,10,10,moderate,50
1,1,House,Private room,1,2,1,1,Real Bed,31,98,10,10,10,10,10,moderate,20
1,0,Apartment,Private room,1,1,1,1,Real Bed,58,95,10,10,10,10,10,strict,25
0,0,House,Private room,2,1,1,1,Real Bed,98,99,10,10,10,10,10,strict,40
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,14,100,10,10,10,10,10,strict,180
1,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,16,96,10,10,10,10,9,moderate,155
1,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,19,98,10,10,10,10,9,moderate,140
0,1,Apartment,Entire home/apt,8,2,3,4,Real Bed,31,86,9,9,9,10,9,moderate,253
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,93,9,10,10,10,9,strict,75
0,1,Apartment,Private room,2,1,1,1,Real Bed,33,96,10,10,10,9,10,moderate,35
0,1,Apartment,Entire home/apt,4,1,2,3,Real Bed,64,87,9,10,10,10,9,moderate,149
0,0,Bed and breakfast,Private room,2,1,1,1,Real Bed,27,100,10,10,10,10,10,flexible,65
1,1,House,Entire home/apt,8,2.5,4,5,Real Bed,20,97,10,10,10,9,10,strict,180
0,0,House,Private room,3,1,1,2,Real Bed,50,89,9,9,10,8,9,strict,26
0,1,Apartment,Entire home/apt,4,1.5,3,3,Real Bed,12,98,10,10,10,10,10,moderate,95
0,1,Hotel2,Hotel room,2,1,0,1,Real Bed,37,91,10,10,10,9,9,moderate,70
1,0,Apartment,Private room,1,1.5,1,0,Real Bed,31,95,9,10,10,9,10,flexible,25
0,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,14,93,10,10,10,10,9,moderate,300
1,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,31,98,10,10,10,10,10,moderate,150
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,51,96,10,10,10,10,9,moderate,148
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,84,8,9,9,10,9,strict,80
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,12,100,10,10,10,10,10,strict,90
1,0,Apartment,Private room,2,1.5,1,1,Real Bed,78,99,10,10,10,10,10,moderate,38
1,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,20,96,10,10,10,10,9,moderate,150
1,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,18,96,9,10,10,10,9,moderate,155
0,1,House,Entire home/apt,6,2,2,3,Real Bed,45,86,8,9,9,9,9,moderate,173
0,1,Apartment,Entire home/apt,6,2,2,3,Real Bed,14,83,9,9,9,9,9,moderate,184
0,1,Apartment,Entire home/apt,5,1,2,2,Real Bed,10,100,10,10,10,10,10,moderate,150
0,1,Apartment,Private room,2,1,1,1,Real Bed,18,100,10,10,10,9,10,moderate,34
0,1,Apartment,Private room,1,0.5,0,1,Real Bed,27,90,9,10,10,10,9,moderate,34
0,0,Apartment,Entire home/apt,5,3.5,3,4,Real Bed,33,99,10,10,10,10,10,strict,227
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,36,97,10,10,10,10,9,strict,220
1,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,26,97,10,10,10,10,10,moderate,104
0,1,Apartment,Entire home/apt,6,1,2,2,Real Bed,36,86,9,9,9,10,8,flexible,284
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,26,87,9,9,9,10,8,moderate,120
0,1,Apartment,Entire home/apt,7,2,2,5,Real Bed,36,87,9,9,9,10,9,moderate,221
0,0,Apartment,Entire home/apt,12,3,3,3,Real Bed,58,88,8,10,10,10,9,strict,329
0,1,Apartment,Entire home/apt,2,1,0,0,Real Bed,137,92,9,10,9,10,9,strict,110
1,1,Apartment,Private room,3,1,2,2,Real Bed,12,97,10,10,10,9,9,strict,75
0,0,Apartment,Private room,2,1,1,1,Real Bed,41,90,9,10,10,9,9,strict,50
1,1,Apartment,Entire home/apt,5,1,2,2,Real Bed,39,98,9,10,10,10,10,strict,168
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,32,95,10,10,10,10,9,moderate,140
0,1,House,Entire home/apt,7,3,4,3,Real Bed,17,100,10,10,10,10,10,strict,295
0,0,House,Entire home/apt,4,1,2,2,Real Bed,13,97,9,10,10,9,10,moderate,75
0,0,Apartment,Entire home/apt,6,1,2,3,Real Bed,36,87,8,9,9,10,9,strict,164
1,1,Apartment,Entire home/apt,8,2,3,4,Real Bed,33,98,10,10,10,10,10,strict,1396
0,1,House,Private room,2,1,1,1,Real Bed,143,93,9,10,10,10,9,strict,40
0,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,22,95,9,10,10,10,9,moderate,280
1,0,Apartment,Private room,1,1,1,1,Real Bed,91,97,10,10,10,9,10,moderate,32
0,0,House,Private room,1,1,1,1,Real Bed,27,94,9,10,10,9,9,moderate,25
0,0,Apartment,Entire home/apt,4,1,1,1,Real Bed,14,91,10,10,10,10,10,strict,236
1,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,50,98,9,10,10,10,10,strict,250
0,1,Apartment,Private room,2,1,1,1,Real Bed,27,95,10,9,10,10,10,flexible,30
0,1,Apartment,Private room,2,1,1,1,Real Bed,28,100,10,10,10,10,10,moderate,80
0,1,House,Entire home/apt,6,1.5,4,5,Real Bed,19,99,10,10,10,9,10,strict,109
0,1,House,Entire home/apt,6,3.5,3,3,Real Bed,40,97,10,10,10,10,10,strict,79
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,27,84,9,10,9,9,9,strict,125
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,97,10,10,10,10,10,flexible,89
0,1,Apartment,Entire home/apt,5,1,1,1,Real Bed,13,93,10,10,10,9,9,moderate,82
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,54,89,9,10,10,10,9,strict,90
0,1,Apartment,Entire home/apt,7,2,3,3,Real Bed,16,91,10,9,10,10,9,flexible,229
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,52,92,9,10,10,10,9,strict,85
1,0,Apartment,Entire home/apt,6,2,2,3,Real Bed,53,100,10,10,10,10,10,strict,139
0,1,Apartment,Private room,2,2,1,1,Real Bed,15,100,10,10,10,10,10,flexible,100
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,44,94,9,10,10,10,9,strict,95
1,0,Apartment,Private room,2,1,1,0,Real Bed,68,94,9,10,10,10,9,moderate,41
0,1,Apartment,Private room,2,1,1,1,Real Bed,17,99,10,10,10,10,10,strict,50
1,1,Apartment,Private room,1,1,1,1,Real Bed,161,99,10,10,10,9,10,flexible,30
0,0,Apartment,Private room,2,1,1,1,Real Bed,11,95,9,9,9,9,9,strict,62
0,0,Apartment,Private room,2,1,1,1,Real Bed,10,93,10,10,10,9,10,flexible,30
0,1,Apartment,Entire home/apt,3,1,2,2,Real Bed,13,92,9,9,10,10,9,moderate,120
1,0,House,Private room,2,1,1,1,Real Bed,148,96,10,10,10,10,10,moderate,79
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,29,97,10,10,10,10,10,moderate,120
0,1,Apartment,Entire home/apt,2,1,1,0,Real Bed,22,96,9,10,10,9,9,strict,100
1,1,Apartment,Private room,1,1,0,1,Real Bed,51,99,10,10,10,10,10,moderate,40
0,0,Apartment,Private room,2,1,1,1,Real Bed,51,92,10,10,10,10,9,flexible,60
1,1,Apartment,Private room,3,2.5,1,3,Real Bed,81,95,9,10,10,10,10,flexible,80
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,20,96,10,10,10,9,10,moderate,67
0,0,House,Private room,1,1,1,1,Real Bed,33,92,9,9,9,9,9,strict,32
0,0,House,Entire home/apt,5,2.5,4,4,Real Bed,12,93,9,9,10,10,10,strict,103
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,88,9,9,10,9,9,strict,100
0,0,Apartment,Entire home/apt,7,2,3,4,Real Bed,11,93,9,9,9,10,9,strict,180
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,100,10,10,10,10,10,moderate,125
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,57,90,9,9,9,9,9,moderate,85
0,0,Apartment,Entire home/apt,6,2.5,2,2,Real Bed,23,94,10,10,10,10,10,strict,135
0,0,Apartment,Private room,2,1,1,1,Real Bed,23,96,9,10,10,9,9,moderate,50
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,96,10,10,10,8,10,flexible,45
0,0,House,Private room,2,1,1,1,Real Bed,22,95,10,10,10,10,9,flexible,50
0,0,House,Private room,3,1,1,1,Real Bed,52,96,9,10,10,10,9,moderate,69
0,1,Apartment,Entire home/apt,4,1.5,1,2,Real Bed,158,94,9,10,10,10,9,strict,160
0,0,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,34,98,10,10,10,10,10,flexible,160
1,1,House,Private room,2,1,1,2,Real Bed,91,99,10,10,10,10,10,flexible,29
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,34,90,10,9,9,10,9,moderate,213
0,1,Apartment,Entire home/apt,7,2,3,3,Real Bed,14,77,8,9,8,9,8,strict,465
1,0,Apartment,Entire home/apt,6,2,3,3,Real Bed,36,98,10,10,10,10,9,moderate,260
0,0,Apartment,Entire home/apt,6,1,2,2,Real Bed,14,91,9,10,9,10,10,strict,314
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,51,88,9,10,10,10,9,moderate,77
0,0,Apartment,Hotel room,6,2,3,3,Real Bed,40,97,10,10,10,10,9,strict,415
0,1,Apartment,Entire home/apt,3,1,0,2,Real Bed,53,84,9,9,9,10,9,moderate,93
0,1,Apartment,Entire home/apt,5,1,0,3,Real Bed,71,92,10,10,10,10,9,moderate,117
1,1,Apartment,Private room,1,1,1,1,Real Bed,24,97,10,10,10,10,10,flexible,40
0,1,Apartment,Entire home/apt,3,1,0,2,Real Bed,53,94,9,10,10,10,10,moderate,93
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,78,92,9,10,10,10,9,moderate,87
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,50,93,9,10,10,10,9,moderate,113
0,1,House,Entire home/apt,6,2.5,4,5,Real Bed,14,97,10,10,10,9,10,flexible,126
0,1,Apartment,Private room,2,1,1,2,Real Bed,39,94,10,10,10,10,10,strict,59
1,0,Apartment,Private room,2,1,1,1,Real Bed,122,95,9,10,10,10,10,strict,30
0,1,Apartment,Private room,2,1,1,1,Real Bed,10,88,10,10,9,10,9,moderate,54
1,0,House,Private room,2,1,1,1,Real Bed,43,100,10,10,10,10,10,strict,63
0,1,House,Entire home/apt,6,2.5,3,4,Real Bed,50,98,9,10,10,9,9,strict,240
0,0,House,Private room,2,2,1,1,Real Bed,76,99,10,10,10,10,10,flexible,55
0,1,Apartment,Entire home/apt,6,3,3,3,Real Bed,12,98,10,10,10,10,9,flexible,1250
0,0,House,Entire home/apt,3,1,1,2,Real Bed,29,96,10,10,10,10,10,strict,93
0,0,House,Private room,2,3,1,1,Real Bed,40,96,10,10,10,10,10,moderate,44
1,0,Apartment,Private room,1,1,1,1,Real Bed,86,95,10,10,10,10,10,strict,50
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,17,94,10,9,9,10,9,strict,40
0,1,House,Entire home/apt,5,2,3,3,Real Bed,12,92,9,10,10,9,10,strict,110
0,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,20,94,10,9,10,10,10,strict,180
1,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,36,100,10,10,10,10,10,moderate,175
1,1,House,Private room,2,1,1,1,Real Bed,114,99,10,10,10,10,10,moderate,40
0,1,Apartment,Entire home/apt,4,2,3,2,Real Bed,10,96,10,9,10,9,9,strict,150
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,15,100,10,10,10,9,10,moderate,125
0,0,Apartment,Entire home/apt,2,1,1,2,Real Bed,31,91,9,10,10,10,9,moderate,79
0,1,House,Private room,1,1,1,1,Real Bed,31,98,10,10,10,10,10,flexible,36
1,1,Apartment,Private room,2,1,1,1,Real Bed,85,100,10,10,10,10,10,flexible,51
0,0,Apartment,Private room,1,1,1,1,Real Bed,12,85,9,9,9,9,9,flexible,50
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,10,93,10,10,10,10,9,strict,170
0,0,Apartment,Private room,2,1.5,1,1,Real Bed,14,87,9,10,9,10,9,strict,35
1,1,Apartment,Private room,2,1.5,1,1,Real Bed,24,97,10,10,10,10,10,strict,38
0,1,Apartment,Private room,2,1.5,1,1,Real Bed,10,100,10,10,10,10,10,strict,53
1,0,Apartment,Private room,1,1,1,0,Real Bed,64,95,9,10,9,10,9,strict,57
0,0,House,Private room,4,1,1,2,Real Bed,10,72,8,9,9,8,7,strict,45
1,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,39,95,10,9,10,9,10,strict,49
0,1,Apartment,Entire home/apt,6,2,2,2,Real Bed,20,95,9,10,10,9,9,strict,150
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,39,96,10,10,10,10,9,strict,200
1,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,54,98,10,10,10,10,10,flexible,145
1,0,Apartment,Entire home/apt,3,1,1,1,Real Bed,14,97,10,10,10,10,10,moderate,90
0,1,House,Private room,2,1.5,1,1,Real Bed,64,97,10,10,10,9,10,moderate,36
0,0,House,Private room,2,1,1,0,Real Bed,17,99,9,10,10,9,10,strict,60
1,1,Apartment,Entire home/apt,2,2,1,1,Real Bed,17,98,10,10,10,10,10,moderate,110
0,1,Apartment,Hotel room,4,2,2,2,Real Bed,59,96,10,10,9,10,10,strict,415
0,1,Apartment,Hotel room,4,2,2,2,Real Bed,32,95,10,9,10,10,9,strict,415
0,0,House,Private room,2,1,1,1,Real Bed,42,91,8,10,9,9,10,strict,30
0,1,Apartment,Entire home/apt,3,1,2,2,Real Bed,23,95,10,10,10,9,9,flexible,79
1,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,38,93,10,10,10,9,10,strict,68
1,0,House,Private room,1,1.5,1,1,Real Bed,27,98,10,10,10,10,10,strict,22
1,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,25,97,9,10,10,10,9,strict,89
1,1,House,Private room,2,2,1,1,Real Bed,20,98,10,10,10,10,10,strict,36
0,1,Bed and breakfast,Private room,1,1,1,1,Real Bed,52,100,10,10,10,9,10,strict,25
1,0,Hotel1,Entire home/apt,3,1,1,2,Real Bed,55,98,10,10,10,10,10,flexible,69
1,0,Apartment,Private room,1,1,1,1,Real Bed,20,98,10,10,10,10,10,moderate,33
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,92,10,10,10,9,9,flexible,92
0,1,House,Entire home/apt,5,2,3,3,Real Bed,12,95,10,10,10,10,9,strict,126
1,0,Apartment,Private room,2,1,1,1,Real Bed,58,99,10,10,10,9,10,moderate,42
1,1,Apartment,Private room,1,1,1,1,Real Bed,19,99,10,10,10,10,9,strict,45
1,1,House,Private room,1,2,1,1,Real Bed,11,91,10,10,10,10,10,strict,22
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,25,98,10,10,10,10,10,moderate,85
0,1,Apartment,Entire home/apt,5,1,1,1,Real Bed,44,86,8,10,10,9,9,strict,130
1,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,73,94,10,10,10,10,10,strict,60
1,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,77,92,10,10,10,10,9,strict,60
0,1,House,Private room,2,1,0,2,Real Bed,15,88,9,9,9,9,8,moderate,35
0,1,House,Private room,3,1,0,2,Real Bed,17,96,10,10,10,10,10,moderate,44
0,1,House,Private room,1,1,0,1,Real Bed,15,95,9,9,9,9,10,moderate,30
0,0,Apartment,Entire home/apt,8,2,3,3,Real Bed,15,93,9,10,10,10,9,moderate,165
0,0,House,Private room,2,1,1,1,Real Bed,61,98,10,10,10,10,10,strict,50
1,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,13,89,9,10,9,10,9,strict,98
0,0,Apartment,Private room,2,1,1,1,Real Bed,23,99,10,10,10,10,10,strict,46
1,0,House,Private room,3,1,1,2,Real Bed,63,98,10,10,10,10,10,moderate,54
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,63,88,9,10,10,10,9,moderate,116
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,37,93,10,10,9,9,9,moderate,105
0,1,House,Entire home/apt,4,1,2,2,Real Bed,16,100,10,10,10,10,10,flexible,140
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,25,96,10,10,10,10,9,strict,145
1,1,Apartment,Entire home/apt,7,2,2,4,Real Bed,51,95,10,10,10,10,9,flexible,149
1,0,Apartment,Entire home/apt,4,1,2,4,Real Bed,53,95,10,10,10,10,9,flexible,180
0,1,House,Private room,2,1,1,1,Real Bed,11,96,10,10,10,9,10,moderate,32
0,1,Apartment,Private room,2,1,1,1,Real Bed,12,98,10,10,10,9,10,strict,37
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,99,10,10,10,10,9,moderate,150
1,0,Apartment,Private room,2,1.5,1,2,Real Bed,74,94,9,10,10,10,10,strict,42
0,1,Apartment,Entire home/apt,2,2,1,1,Real Bed,23,92,9,10,10,9,9,strict,59
0,1,House,Private room,2,1,1,1,Real Bed,14,97,10,10,10,9,10,flexible,59
1,0,Apartment,Private room,2,1,1,1,Real Bed,65,99,10,10,10,10,10,strict,119
1,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,29,100,10,10,10,10,10,strict,185
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,13,97,10,10,10,9,10,moderate,85
0,1,Apartment,Private room,2,1,1,1,Real Bed,20,93,8,10,10,10,9,flexible,55
1,0,Apartment,Entire home/apt,4,2,1,1,Real Bed,26,97,9,10,10,10,9,strict,299
0,1,Apartment,Entire home/apt,4,1,1,4,Real Bed,22,99,10,10,10,9,9,moderate,78
1,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,29,99,10,10,10,10,9,moderate,330
1,1,Apartment,Entire home/apt,3,1,2,2,Real Bed,10,98,10,10,10,10,10,strict,125
0,0,House,Private room,1,1,1,1,Couch,13,91,8,10,10,10,9,strict,25
1,1,House,Private room,2,1,1,1,Real Bed,117,99,10,10,10,9,10,moderate,29
1,1,House,Private room,2,2,1,1,Real Bed,21,97,10,10,10,10,10,flexible,37
0,0,House,Private room,2,1.5,3,2,Real Bed,10,88,9,10,10,10,9,flexible,40
0,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,67,96,9,10,10,10,9,strict,188
0,0,House,Private room,5,1,2,3,Real Bed,12,75,7,9,9,8,8,strict,60
0,0,Apartment,Entire home/apt,4,1.5,2,2,Real Bed,10,98,10,8,9,10,9,strict,125
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,16,91,8,9,9,9,9,strict,119
0,1,Apartment,Entire home/apt,7,2,3,4,Real Bed,10,88,9,9,10,8,9,moderate,150
0,0,Apartment,Entire home/apt,3,1,1,1,Real Bed,22,87,8,9,8,9,9,moderate,95
1,1,Apartment,Private room,2,1,1,1,Real Bed,33,99,10,10,10,10,10,flexible,43
