host_is_superhost,host_identity_verified,property_type,room_type,accommodates,bathrooms,bedrooms,beds,bed_type,number_of_reviews,review_scores_rating,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,cancellation_policy,price
1,0,Apartment,Entire home/apt,4,2,2,3,Real Bed,26,98,10,10,10,10,10,moderate,161
1,1,House,Entire home/apt,10,2,5,5,Real Bed,33,95,9,10,10,10,9,strict,500
0,1,House,Private room,2,1,1,1,Real Bed,63,100,10,10,10,10,10,moderate,80
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,15,93,9,9,10,9,9,strict,67
0,1,Apartment,Private room,2,1,1,1,Real Bed,38,91,8,10,9,10,9,strict,48
0,0,Apartment,Private room,2,0,1,0,Real Bed,11,94,9,10,10,9,9,moderate,30
1,1,House,Entire home/apt,9,4,5,5,Real Bed,60,99,10,10,10,10,10,strict,290
0,0,House,Private room,4,1,1,1,Real Bed,16,73,7,8,8,6,7,strict,50
0,1,Apartment,Private room,1,1,1,1,Real Bed,20,91,8,10,10,10,9,strict,45
1,1,Apartment,Entire home/apt,2,2,1,1,Real Bed,28,99,10,10,10,10,10,strict,76
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,68,90,9,10,10,10,9,flexible,90
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,13,97,10,10,10,10,10,strict,115
0,0,House,Private room,2,1.5,1,1,Real Bed,54,99,10,10,10,9,10,flexible,25
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,40,86,8,10,10,9,9,moderate,105
1,1,Bed and breakfast,Private room,2,1,1,2,Real Bed,37,99,10,10,10,10,10,moderate,60
0,0,Apartment,Entire home/apt,7,1,3,6,Real Bed,40,94,10,10,10,9,10,flexible,115
1,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,17,96,10,10,10,10,9,moderate,150
1,0,House,Private room,2,1,1,1,Real Bed,76,94,9,10,10,9,9,moderate,55
0,1,House,Entire home/apt,8,2.5,4,5,Real Bed,27,92,9,10,10,9,9,moderate,180
0,1,Apartment,Private room,3,1.5,1,1,Real Bed,536,91,10,9,10,10,9,strict,47
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,35,83,9,9,9,10,8,moderate,95
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,17,88,9,9,10,9,9,flexible,120
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,96,9,10,9,10,9,strict,85
1,0,Luxury,Private room,2,1,1,1,Real Bed,97,99,10,10,10,10,10,strict,37
1,1,House,Private room,2,1,1,1,Real Bed,195,97,9,10,10,10,10,moderate,49
1,1,Apartment,Entire home/apt,2,1.5,1,2,Real Bed,21,97,10,10,10,10,9,strict,71
0,0,House,Entire home/apt,2,1,2,3,Real Bed,27,96,9,10,10,10,9,strict,90
1,1,House,Private room,2,1.5,1,1,Real Bed,29,100,10,10,10,10,10,moderate,40
1,0,House,Private room,1,1,1,1,Real Bed,81,98,10,10,10,10,10,strict,46
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,126,99,10,10,10,10,10,strict,150
0,0,House,Private room,2,2,1,1,Real Bed,64,93,9,10,10,9,9,strict,35
1,1,Apartment,Entire home/apt,3,1,0,1,Real Bed,169,98,10,10,10,10,10,moderate,85
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,87,9,9,9,9,9,moderate,89
1,1,House,Private room,2,1,1,1,Real Bed,202,97,10,10,10,10,9,moderate,52
0,1,Apartment,Entire home/apt,2,1,1,0,Real Bed,21,96,10,10,10,9,10,moderate,65
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,15,93,10,10,10,10,9,flexible,90
0,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,12,95,9,9,9,10,9,flexible,120
0,0,Apartment,Entire home/apt,2,1,0,1,Real Bed,12,98,10,10,10,10,10,strict,115
1,1,House,Private room,2,1,1,2,Real Bed,138,99,10,10,10,10,10,strict,45
0,1,Apartment,Entire home/apt,2,1,1,0,Real Bed,13,85,9,9,9,9,9,strict,70
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,158,98,10,10,10,10,10,strict,155
0,1,Apartment,Private room,2,1,1,0,Real Bed,56,93,9,10,10,9,9,strict,50
0,1,Apartment,Entire home/apt,7,1,2,4,Real Bed,13,94,9,10,10,10,9,strict,95
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,10,90,9,10,10,10,9,flexible,80
0,0,Apartment,Entire home/apt,5,2,3,3,Real Bed,17,98,10,10,10,9,10,strict,130
0,0,Apartment,Private room,1,1,1,1,Real Bed,41,94,10,10,10,10,10,strict,30
1,0,Apartment,Private room,1,1,1,1,Real Bed,12,100,10,10,10,10,10,strict,42
1,0,House,Private room,2,1,1,1,Real Bed,61,99,10,10,10,10,10,flexible,103
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,93,8,10,10,9,9,strict,52
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,16,89,8,9,10,9,9,moderate,90
0,0,House,Private room,2,1,1,1,Real Bed,12,100,10,10,10,10,10,flexible,85
0,0,Apartment,Private room,1,1,1,1,Real Bed,17,95,8,10,10,10,9,flexible,65
0,1,Apartment,Private room,2,1,1,1,Real Bed,61,97,10,10,10,9,10,moderate,50
0,1,Apartment,Private room,2,1,1,1,Real Bed,25,93,9,10,10,9,9,strict,46
0,1,Apartment,Private room,2,1,1,1,Real Bed,71,88,8,9,9,9,9,strict,32
0,1,Apartment,Private room,2,1,1,1,Real Bed,52,93,9,10,10,9,9,strict,42
0,1,Apartment,Entire home/apt,6,1,3,3,Real Bed,19,96,10,9,10,9,9,strict,80
1,0,Apartment,Private room,2,1,1,1,Real Bed,21,99,10,10,10,10,10,strict,162
0,1,Apartment,Entire home/apt,3,1,2,1,Real Bed,18,98,10,10,10,9,10,flexible,78
0,0,Apartment,Entire home/apt,3,1,1,2,Real Bed,26,98,10,10,10,10,9,strict,115
0,1,Apartment,Private room,2,1,1,1,Real Bed,130,97,10,10,10,10,10,flexible,60
0,1,Apartment,Private room,2,1,1,1,Real Bed,12,92,10,10,10,9,10,flexible,80
1,1,Apartment,Entire home/apt,2,1,1,2,Real Bed,66,95,9,10,10,10,9,moderate,75
0,0,House,Entire home/apt,9,3,4,4,Real Bed,29,98,10,10,10,10,10,strict,299
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,13,98,10,10,10,9,10,moderate,55
0,0,House,Entire home/apt,7,2,3,5,Real Bed,15,91,9,10,10,9,9,strict,140
1,1,House,Entire home/apt,12,3.5,5,10,Real Bed,51,99,10,10,10,10,10,moderate,299
1,1,Apartment,Private room,2,1,1,1,Real Bed,49,98,10,10,10,10,10,flexible,60
0,1,House,Private room,4,1,1,2,Real Bed,413,90,9,10,10,10,9,moderate,90
0,1,Apartment,Entire home/apt,3,1,2,2,Real Bed,25,90,9,10,10,10,9,strict,89
0,0,Apartment,Entire home/apt,5,1,3,3,Real Bed,11,93,9,10,10,9,9,strict,100
0,0,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,42,94,9,10,10,9,9,strict,70
1,0,House,Entire home/apt,6,3.5,3,3,Real Bed,24,100,10,10,10,10,10,moderate,295
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,18,97,9,10,9,10,10,strict,140
0,1,Apartment,Private room,1,2,1,1,Real Bed,36,91,9,10,10,9,9,strict,44
0,1,House,Entire home/apt,10,3,4,6,Real Bed,43,87,9,9,9,9,9,strict,171
1,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,76,98,10,10,10,10,9,strict,393
0,1,House,Private room,2,1,1,1,Real Bed,173,94,10,10,10,9,10,strict,26
1,1,House,Entire home/apt,4,1,2,3,Real Bed,90,96,10,10,10,10,9,moderate,150
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,50,96,10,10,10,9,10,strict,195
0,1,House,Private room,5,1,2,4,Real Bed,155,86,8,10,10,9,9,moderate,29
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,131,97,10,10,10,10,10,flexible,75
1,0,Apartment,Entire home/apt,3,1,1,1,Real Bed,22,99,10,10,10,10,9,moderate,95
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,137,96,10,10,10,9,10,moderate,52
0,1,Apartment,Private room,2,1,1,1,Real Bed,15,100,10,10,10,10,10,flexible,50
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,26,95,10,10,10,10,9,strict,176
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,21,84,8,10,10,9,9,moderate,95
0,1,House,Entire home/apt,6,1,3,4,Real Bed,13,76,8,9,9,8,8,strict,69
0,0,House,Private room,1,1.5,1,1,Real Bed,15,93,9,9,9,9,9,moderate,30
0,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,33,92,10,9,10,10,9,strict,130
0,1,Apartment,Entire home/apt,4,1,0,0,Real Bed,79,84,8,9,9,9,8,flexible,120
0,0,Apartment,Private room,2,1,1,1,Real Bed,18,99,10,10,10,10,10,flexible,70
0,0,House,Entire home/apt,6,2.5,3,6,Real Bed,11,100,9,10,10,10,9,strict,250
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,32,98,10,10,10,10,10,strict,72
1,0,Apartment,Private room,3,1,1,2,Real Bed,57,94,9,10,10,10,9,moderate,60
0,1,Apartment,Entire home/apt,4,1,0,2,Real Bed,96,80,8,9,9,8,7,flexible,118
0,1,House,Private room,2,1.5,1,1,Real Bed,90,98,10,10,10,10,10,flexible,75
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,86,8,9,9,9,9,strict,120
0,1,Apartment,Entire home/apt,6,2,3,6,Real Bed,45,95,9,10,10,10,9,strict,190
0,1,House,Entire home/apt,4,1,2,3,Real Bed,72,98,10,10,10,10,10,moderate,105
0,1,Apartment,Private room,1,1,1,1,Real Bed,58,90,9,10,10,9,9,strict,30
1,1,Apartment,Private room,5,1,2,3,Real Bed,178,95,9,10,10,10,9,strict,169
0,0,House,Entire home/apt,6,2,3,6,Real Bed,41,82,8,9,9,9,9,strict,165
0,1,House,Private room,2,1.5,1,2,Real Bed,55,95,10,10,10,9,10,strict,46
1,1,House,Entire home/apt,5,2.5,3,3,Real Bed,10,90,9,9,10,10,9,strict,180
0,1,House,Private room,2,1,1,1,Real Bed,144,92,10,10,10,9,10,strict,26
0,0,Apartment,Private room,2,1,1,1,Real Bed,15,97,10,10,10,10,10,moderate,29
0,1,House,Private room,3,1,1,2,Real Bed,49,99,10,10,10,10,10,strict,85
0,0,Apartment,Entire home/apt,10,4,5,5,Real Bed,59,85,9,9,9,9,8,strict,401
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,30,94,10,10,10,9,9,strict,79
0,0,House,Private room,2,1.5,1,1,Real Bed,215,94,9,10,10,9,10,strict,68
0,0,Apartment,Private room,1,1,1,1,Real Bed,10,98,9,10,10,9,9,strict,30
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,23,88,8,10,10,9,9,flexible,90
0,0,Apartment,Private room,2,1,1,1,Real Bed,47,92,9,9,10,9,9,strict,42
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,28,92,10,10,10,10,9,moderate,160
1,0,Apartment,Private room,2,1,1,1,Real Bed,112,96,10,10,10,10,10,moderate,50
0,1,Apartment,Private room,2,1,1,1,Real Bed,76,95,9,10,10,9,10,strict,51
0,1,House,Entire home/apt,4,1,2,2,Real Bed,19,96,9,10,10,9,9,strict,130
0,1,Apartment,Entire home/apt,5,1,2,7,Real Bed,67,86,9,9,10,9,9,strict,95
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,17,95,9,10,10,10,9,strict,130
1,0,Apartment,Private room,1,2,2,2,Real Bed,47,95,9,10,10,10,9,strict,225
0,1,Apartment,Private room,1,2,1,1,Real Bed,36,93,9,10,10,10,9,strict,38
0,1,Apartment,Private room,1,1.5,1,1,Real Bed,67,92,9,9,10,9,9,strict,30
0,1,Apartment,Entire home/apt,4,1,1,0,Real Bed,10,98,9,10,10,10,10,flexible,65
0,1,Apartment,Private room,1,2,1,1,Real Bed,32,88,9,9,10,9,9,strict,38
0,0,Apartment,Private room,2,1,1,1,Real Bed,283,92,8,10,10,10,9,strict,60
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,46,99,10,10,10,10,10,strict,300
0,1,House,Private room,2,1.5,1,2,Real Bed,15,93,8,9,9,10,9,moderate,50
0,1,Apartment,Entire home/apt,4,2,1,2,Real Bed,30,97,9,10,9,10,10,strict,404
0,1,House,Private room,2,2,1,1,Real Bed,46,89,9,10,9,9,9,flexible,26
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,96,91,9,10,10,10,10,strict,130
1,1,Apartment,Private room,2,1.5,1,1,Real Bed,35,99,10,10,10,10,10,strict,58
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,45,100,10,10,10,10,10,flexible,259
0,1,Apartment,Private room,2,1,1,1,Real Bed,126,95,9,10,10,10,9,moderate,50
0,0,Apartment,Private room,2,1,1,1,Real Bed,45,86,8,9,10,9,9,moderate,33
0,1,Apartment,Entire home/apt,3,1,0,1,Real Bed,80,87,9,9,9,10,9,strict,100
1,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,130,96,9,10,10,10,10,strict,120
0,1,Apartment,Private room,2,1,1,1,Real Bed,18,99,10,10,10,9,10,flexible,50
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,35,99,10,10,10,10,10,strict,71
0,1,Apartment,Private room,2,1,1,1,Real Bed,26,97,10,10,10,10,9,strict,67
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,77,86,9,10,10,9,9,moderate,80
1,1,Apartment,Private room,1,2,1,0,Pull-out Sofa,30,99,10,10,10,10,10,strict,70
1,0,Apartment,Private room,1,1.5,1,1,Real Bed,32,97,10,10,10,10,10,strict,65
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,20,93,9,10,10,9,9,moderate,105
0,1,Apartment,Private room,2,1,1,1,Real Bed,22,94,9,9,9,9,9,strict,39
0,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,74,96,10,10,10,10,10,moderate,145
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,15,99,10,10,10,9,10,strict,70
0,0,Apartment,Private room,2,1,1,1,Real Bed,21,95,10,10,10,9,9,moderate,67
0,0,Apartment,Private room,2,1,1,1,Real Bed,48,96,10,10,10,10,10,strict,35
0,1,Apartment,Entire home/apt,5,2,2,3,Real Bed,34,93,9,10,10,9,10,moderate,50
0,1,Apartment,Private room,2,1,1,1,Real Bed,16,90,9,9,9,9,9,moderate,30
0,0,Apartment,Private room,2,1,0,0,Real Bed,201,85,8,9,9,8,9,flexible,63
1,1,Apartment,Private room,2,1.5,1,1,Real Bed,26,94,10,10,10,9,9,strict,38
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,35,92,9,9,10,9,9,strict,75
0,1,Apartment,Entire home/apt,6,2.5,3,3,Real Bed,102,94,9,10,10,10,9,strict,200
0,1,Apartment,Private room,2,2,1,1,Real Bed,12,95,10,10,10,10,9,moderate,90
0,1,Apartment,Entire home/apt,1,1,1,1,Real Bed,29,91,9,10,9,9,9,flexible,40
1,0,House,Private room,2,1,1,1,Real Bed,25,96,10,10,10,9,10,moderate,32
0,0,Apartment,Entire home/apt,2,1,2,0,Real Bed,149,98,10,10,10,10,10,strict,99
0,1,House,Private room,2,2,1,1,Real Bed,23,89,8,9,9,9,9,moderate,45
0,0,House,Entire home/apt,4,2,3,4,Real Bed,20,89,9,9,10,9,9,moderate,95
0,1,House,Entire home/apt,6,1,3,4,Real Bed,25,94,9,10,10,9,9,strict,99
0,0,Apartment,Private room,1,1,1,0,Pull-out Sofa,81,88,9,10,10,10,9,strict,35
0,1,Apartment,Private room,2,1,1,1,Real Bed,224,87,9,8,9,10,9,strict,75
1,0,Apartment,Entire home/apt,5,2,2,2,Real Bed,29,98,9,10,10,10,9,strict,325
0,0,Apartment,Entire home/apt,5,2,2,3,Real Bed,61,81,8,9,9,10,8,moderate,240
1,0,House,Entire home/apt,6,2.5,3,3,Real Bed,29,97,10,10,10,10,10,strict,300
1,1,Apartment,Private room,1,1,1,1,Real Bed,97,96,10,10,10,10,10,moderate,50
1,1,House,Private room,3,1.5,2,2,Real Bed,94,98,10,10,10,10,10,strict,65
0,0,Apartment,Private room,2,1,1,2,Real Bed,129,95,10,10,10,10,10,strict,89
1,0,Apartment,Private room,4,1,2,2,Real Bed,30,95,9,9,9,9,9,strict,120
1,1,House,Private room,2,1,1,1,Real Bed,69,99,10,10,10,10,10,flexible,70
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,33,97,10,9,10,9,9,strict,110
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,25,94,10,9,10,10,9,strict,215
1,0,Apartment,Private room,1,1,1,1,Real Bed,42,99,10,10,10,9,10,strict,20
0,0,House,Entire home/apt,8,2,3,6,Real Bed,11,93,8,9,10,10,9,moderate,230
0,1,House,Entire home/apt,2,1,0,1,Real Bed,17,88,9,10,10,8,8,strict,65
0,1,House,Entire home/apt,4,2,2,2,Real Bed,14,93,9,10,10,9,9,moderate,100
0,1,Apartment,Private room,2,1,1,1,Real Bed,139,89,9,9,10,9,9,strict,40
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,97,9,10,10,10,9,flexible,70
1,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,142,97,9,10,10,10,10,moderate,180
0,0,Apartment,Entire home/apt,4,2,2,3,Real Bed,83,93,9,10,10,10,9,strict,205
0,0,Apartment,Entire home/apt,6,1,2,2,Real Bed,57,88,9,9,9,9,9,moderate,190
0,1,Apartment,Entire home/apt,5,2,2,2,Real Bed,26,86,9,10,9,9,9,moderate,205
1,0,House,Private room,1,1,1,1,Real Bed,171,97,10,10,10,9,10,moderate,29
0,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,28,96,10,10,10,10,9,flexible,150
0,0,Apartment,Private room,2,1,1,1,Real Bed,61,94,9,10,10,9,10,moderate,40
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,11,96,9,10,10,9,10,strict,95
0,0,House,Private room,1,1.5,1,1,Real Bed,14,95,10,10,9,9,9,flexible,30
1,1,Apartment,Entire home/apt,2,1,1,2,Real Bed,25,98,9,10,10,10,10,flexible,85
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,100,88,8,10,10,10,9,moderate,135
1,0,House,Private room,2,1.5,1,1,Real Bed,137,97,10,10,10,9,10,flexible,35
0,0,Apartment,Entire home/apt,4,1,2,3,Real Bed,12,95,9,10,10,10,10,strict,110
0,1,House,Entire home/apt,8,2,3,4,Real Bed,24,96,10,10,10,9,9,strict,250
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,11,91,9,10,10,9,9,flexible,70
0,1,Apartment,Private room,2,1,1,1,Real Bed,114,94,9,10,10,10,9,strict,50
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,160,91,9,9,9,10,9,strict,99
0,1,House,Private room,2,2,1,1,Real Bed,22,85,8,10,10,10,9,moderate,40
0,1,Apartment,Entire home/apt,3,1,1,0,Real Bed,27,95,10,9,9,10,9,strict,110
0,0,House,Private room,2,2,1,1,Real Bed,11,90,8,9,9,10,9,flexible,35
0,1,Apartment,Private room,2,1.5,1,1,Real Bed,18,97,10,10,10,9,9,moderate,50
0,1,Apartment,Entire home/apt,4,1,2,1,Real Bed,16,88,8,9,10,9,9,strict,104
1,1,Apartment,Private room,2,1,1,1,Real Bed,16,98,10,10,10,10,10,flexible,48
0,1,Apartment,Entire home/apt,4,2,2,2,Real Bed,14,98,10,10,10,9,10,strict,150
0,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,30,95,10,10,10,10,9,moderate,65
1,1,Apartment,Entire home/apt,3,1,1,2,Real Bed,61,98,10,10,10,10,9,strict,129
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,19,95,10,10,10,9,10,flexible,80
0,1,Apartment,Entire home/apt,4,1,1,3,Real Bed,29,85,9,9,9,9,8,strict,115
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,51,96,10,10,10,10,10,strict,99
1,0,House,Private room,1,1,1,1,Real Bed,278,98,10,10,10,10,10,moderate,45
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,32,93,9,9,9,10,9,moderate,120
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,20,92,9,10,10,10,9,flexible,90
1,0,Apartment,Entire home/apt,4,1,2,2,Real Bed,10,98,9,10,9,10,9,strict,140
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,57,90,9,10,10,9,9,strict,90
0,1,Apartment,Private room,4,1.5,2,2,Real Bed,40,93,9,10,10,9,10,flexible,100
0,0,House,Private room,2,2,1,2,Real Bed,19,91,8,10,9,9,9,strict,39
1,0,Apartment,Entire home/apt,5,2,3,3,Real Bed,11,93,9,10,10,9,9,moderate,195
1,1,Apartment,Private room,1,1,1,0,Real Bed,62,94,10,10,10,10,10,flexible,28
1,1,Apartment,Private room,2,1,1,2,Real Bed,260,97,10,10,10,10,10,flexible,90
0,1,Apartment,Entire home/apt,3,1,1,1,Real Bed,64,98,10,10,10,10,10,strict,500
0,1,House,Private room,3,1.5,1,1,Real Bed,10,100,10,10,10,10,9,moderate,38
0,1,Apartment,Entire home/apt,7,3,3,6,Real Bed,15,100,10,10,10,10,9,strict,395
1,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,311,96,10,10,10,10,10,strict,139
0,0,House,Private room,2,1,1,1,Real Bed,85,89,9,9,10,9,9,strict,50
1,1,Apartment,Private room,1,1,1,1,Real Bed,414,100,10,10,10,10,10,moderate,55
1,1,Apartment,Entire home/apt,7,2,3,4,Real Bed,57,90,10,10,10,9,9,strict,235
1,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,165,98,10,10,10,10,10,strict,96
0,1,House,Entire home/apt,4,2.5,2,2,Real Bed,81,96,10,10,10,10,9,moderate,125
0,0,Apartment,Entire home/apt,3,1,0,1,Real Bed,19,92,9,10,10,10,9,moderate,80
1,0,Hotel1,Private room,2,1,1,1,Real Bed,51,98,10,10,10,10,10,moderate,120
1,1,House,Private room,2,1,0,0,Pull-out Sofa,62,96,10,10,10,10,9,strict,95
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,30,86,8,9,10,10,8,strict,105
0,1,Apartment,Private room,2,1,1,1,Real Bed,17,89,9,10,10,9,9,moderate,34
0,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,89,87,9,9,9,9,9,moderate,59
0,1,House,Private room,2,1,1,1,Real Bed,72,98,10,10,10,9,10,moderate,34
0,0,Apartment,Entire home/apt,4,1,1,2,Real Bed,120,91,10,9,9,9,9,strict,69
0,1,House,Entire home/apt,7,2,4,4,Real Bed,17,99,10,10,10,10,10,strict,250
0,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,39,93,9,10,10,10,9,strict,55
0,1,House,Private room,2,1.5,1,0,Real Bed,25,92,8,10,10,9,10,moderate,25
0,1,Apartment,Private room,2,1.5,1,2,Real Bed,17,88,9,9,9,9,9,strict,47
0,1,Apartment,Entire home/apt,5,1,2,3,Real Bed,65,88,9,10,10,10,9,strict,175
1,0,Apartment,Entire home/apt,3,1.5,1,1,Real Bed,19,97,9,10,10,10,10,flexible,79
1,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,24,98,10,10,10,9,9,strict,110
1,1,Apartment,Shared room,2,1,1,1,Real Bed,40,98,10,10,10,10,10,strict,26
0,1,Apartment,Entire home/apt,8,2,3,4,Real Bed,41,92,9,10,10,10,9,strict,175
1,1,Apartment,Entire home/apt,6,1,2,3,Real Bed,130,96,10,10,10,9,10,moderate,105
1,1,Apartment,Private room,1,1,1,1,Real Bed,32,98,10,10,10,10,10,moderate,40
0,1,House,Private room,3,2,1,1,Real Bed,42,96,9,10,10,9,10,strict,36
1,1,Apartment,Entire home/apt,4,1,2,2,Real Bed,29,98,10,10,10,10,10,strict,120
0,0,Apartment,Private room,2,1,1,1,Real Bed,24,97,10,10,10,10,9,moderate,51
0,1,Apartment,Entire home/apt,2,1.5,1,1,Real Bed,38,97,10,10,10,9,10,strict,60
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,32,94,10,10,10,10,10,strict,110
0,1,Apartment,Entire home/apt,4,2.5,2,2,Real Bed,48,97,9,10,10,10,9,moderate,225
1,0,Apartment,Private room,2,1,1,1,Real Bed,247,89,10,10,10,10,10,strict,25
0,1,Apartment,Entire home/apt,4,1,1,1,Real Bed,33,92,9,10,10,10,9,strict,118
0,1,Apartment,Entire home/apt,5,1,2,2,Real Bed,117,95,9,10,10,10,9,strict,185
1,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,17,93,9,10,10,10,9,flexible,80
0,0,Apartment,Private room,1,1,1,1,Real Bed,13,93,9,10,10,9,9,strict,60
1,1,Apartment,Entire home/apt,4,1,1,2,Real Bed,60,92,10,10,10,9,9,strict,120
1,1,Apartment,Entire home/apt,2,1,0,1,Real Bed,77,97,9,10,10,10,10,strict,69
1,1,Apartment,Entire home/apt,4,1,2,3,Real Bed,28,87,8,10,9,10,9,flexible,150
1,1,Apartment,Private room,2,1,1,1,Real Bed,97,87,8,10,10,10,9,strict,29
0,0,Apartment,Private room,2,1,1,1,Real Bed,271,91,9,10,10,10,9,strict,35
1,0,House,Private room,2,1,1,1,Real Bed,22,100,10,10,10,10,10,moderate,30
1,0,House,Private room,4,2,2,2,Real Bed,24,97,10,10,10,9,10,flexible,40
0,1,Apartment,Private room,2,1,1,1,Real Bed,138,97,10,10,10,10,10,strict,44
0,0,Apartment,Entire home/apt,3,1,0,2,Real Bed,22,96,10,10,10,10,10,strict,75
0,0,House,Private room,2,1,1,2,Real Bed,42,92,9,10,10,9,9,strict,25
0,1,House,Private room,3,1,1,2,Real Bed,119,90,9,10,10,10,9,moderate,88
0,1,Apartment,Private room,3,1,1,1,Real Bed,215,91,10,10,10,9,10,strict,42
0,1,Apartment,Entire home/apt,2,1,0,1,Pull-out Sofa,35,93,9,10,10,9,9,moderate,76
0,0,Apartment,Entire home/apt,2,1,1,1,Real Bed,10,96,10,9,9,9,9,moderate,120
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,100,97,10,10,10,10,10,strict,100
0,1,Apartment,Entire home/apt,4,1,1,0,Real Bed,11,100,9,10,10,10,9,strict,137
0,1,Apartment,Entire home/apt,5,1.5,2,2,Real Bed,84,92,9,10,10,10,9,strict,190
0,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,85,95,10,10,10,10,9,strict,140
0,0,Apartment,Entire home/apt,4,2,2,2,Real Bed,49,94,9,10,10,9,9,strict,119
0,1,Apartment,Entire home/apt,2,1,1,1,Real Bed,78,95,9,10,10,10,9,moderate,81
1,1,House,Entire home/apt,6,2.5,3,6,Real Bed,43,97,10,10,10,9,10,strict,96
1,1,Apartment,Private room,1,2,1,1,Real Bed,46,99,10,10,10,10,10,strict,65
0,1,House,Private room,4,2,1,2,Real Bed,54,88,9,10,10,9,9,flexible,38
0,1,House,Private room,1,1,1,1,Real Bed,477,94,10,10,10,9,10,moderate,20
0,1,Apartment,Private room,2,1,1,1,Real Bed,12,90,8,10,10,9,9,moderate,35
0,1,Apartment,Private room,2,1,1,1,Real Bed,233,90,9,10,10,9,9,moderate,60
0,0,Apartment,Private room,2,1,1,1,Real Bed,12,93,9,9,10,10,9,strict,80
0,1,Apartment,Entire home/apt,5,2,2,0,Real Bed,141,97,10,10,10,10,10,strict,200
1,1,House,Private room,2,1.5,1,2,Real Bed,312,97,10,10,10,10,10,moderate,44
